sales_key,date_key,customer_key,store_key,product_key,quantity,unit_price,item_discount,line_total,promotion
1320,20260331,1,17,22,4,3028.92,0.00,12115.68,0.00
1321,20260505,148,11,11,1,508.89,25.44,483.45,0.00
1322,20261208,94,18,19,5,18972.21,0.00,94861.05,0.00
1323,20260509,134,14,7,5,3413.55,170.68,16214.36,0.00
1324,20260714,148,23,38,1,1104.26,110.43,993.83,0.00
1325,20260302,130,24,36,1,1192.53,59.63,1132.90,0.00
1326,20260404,157,19,36,1,1192.53,0.00,1192.53,0.00
1327,20261026,166,5,4,5,703.29,70.33,3164.80,0.00
1328,20260624,146,12,28,3,3150.34,0.00,9451.02,0.00
1329,20260908,83,15,4,3,703.29,0.00,2109.87,0.00
1330,20260820,164,2,26,3,4860.09,243.00,13851.26,0.00
1331,20260810,171,1,31,2,2187.92,218.79,3938.26,0.00
1332,20261012,122,13,14,5,199.76,0.00,998.80,0.00
1333,20260714,115,10,5,5,2603.90,130.20,12368.52,0.00
1334,20260530,48,22,37,5,157.45,0.00,787.25,0.00
1335,20260528,105,2,7,1,3413.55,341.36,3072.20,0.00
1336,20260321,158,2,12,2,269.11,0.00,538.22,0.00
1337,20260208,197,11,9,4,278.18,0.00,1112.72,0.00
1338,20261120,6,15,22,5,3028.92,151.45,14387.37,0.00
1339,20260807,22,23,30,5,608.05,91.21,2584.21,0.00
1340,20261024,9,20,12,1,269.11,13.46,255.65,0.00
1341,20261019,166,22,30,2,608.05,30.40,1155.29,0.00
1342,20261021,140,11,9,3,278.18,27.82,751.09,0.00
1343,20260716,169,9,17,3,4838.04,241.90,13788.41,0.00
1344,20260924,16,11,15,3,494.31,49.43,1334.64,0.00
1345,20260505,43,11,26,4,4860.09,729.01,16524.31,0.00
1346,20260402,24,10,4,5,703.29,0.00,3516.45,0.00
1347,20260525,114,23,34,4,340.25,34.02,1224.90,0.00
1348,20260806,67,11,14,4,199.76,0.00,799.04,0.00
1349,20260921,134,15,28,1,3150.34,0.00,3150.34,0.00
1350,20260824,33,9,35,4,250.64,0.00,1002.56,0.00
1351,20260423,198,23,2,2,3061.98,306.20,5511.56,0.00
1352,20260908,95,15,6,1,572.05,28.60,543.45,0.00
1353,20260204,123,2,9,5,278.18,13.91,1321.36,0.00
1354,20260307,13,12,39,2,1191.21,0.00,2382.42,0.00
1355,20260628,74,14,20,3,41369.75,2068.49,117903.79,0.00
1356,20260711,184,18,11,4,508.89,76.33,1730.23,0.00
1357,20261031,194,18,35,3,250.64,0.00,751.92,0.00
1358,20260724,92,3,5,1,2603.90,0.00,2603.90,0.00
1359,20260620,48,22,18,3,57972.29,0.00,173916.87,0.00
1360,20261129,60,23,17,3,4838.04,483.80,13062.71,0.00
1361,20260412,71,12,36,5,1192.53,119.25,5366.38,0.00
1362,20260203,118,19,14,5,199.76,9.99,948.86,0.00
1363,20260305,60,19,15,3,494.31,49.43,1334.64,0.00
1364,20260619,48,2,28,5,3150.34,315.03,14176.53,0.00
1365,20260611,30,4,7,1,3413.55,170.68,3242.87,0.00
1366,20260209,106,17,32,2,4212.19,210.61,8003.16,0.00
1367,20260607,200,16,15,1,494.31,49.43,444.88,0.00
1368,20260224,197,13,33,3,529.26,52.93,1429.00,0.00
1369,20260110,7,16,6,5,572.05,0.00,2860.25,0.00
1370,20261216,14,12,10,4,373.96,0.00,1495.84,0.00
1371,20260804,44,1,40,3,633.93,0.00,1901.79,0.00
1372,20260921,180,17,28,4,3150.34,157.52,11971.29,0.00
1373,20260529,21,23,21,3,8200.26,0.00,24600.78,0.00
1374,20261122,184,21,30,5,608.05,60.80,2736.22,0.00
1375,20260203,196,21,28,1,3150.34,157.52,2992.82,0.00
1376,20261207,53,12,34,3,340.25,0.00,1020.75,0.00
1377,20260225,182,20,19,3,18972.21,0.00,56916.63,0.00
1378,20260509,121,19,26,2,4860.09,486.01,8748.16,0.00
1379,20260129,15,3,3,1,1046.07,104.61,941.46,0.00
1380,20261209,91,3,19,5,18972.21,1897.22,85374.94,0.00
1381,20260517,25,4,39,3,1191.21,119.12,3216.27,0.00
1382,20260808,11,19,18,4,57972.29,5797.23,208700.24,0.00
1383,20260717,161,14,14,1,199.76,9.99,189.77,0.00
1384,20260118,194,8,32,5,4212.19,421.22,18954.85,0.00
1385,20260528,27,13,33,2,529.26,26.46,1005.59,0.00
1386,20260705,95,13,21,3,8200.26,0.00,24600.78,0.00
1387,20260209,123,20,3,5,1046.07,52.30,4968.83,0.00
1388,20260810,139,18,31,3,2187.92,0.00,6563.76,0.00
1389,20260419,189,14,24,1,19390.95,1939.10,17451.86,0.00
1390,20261204,112,23,18,4,57972.29,5797.23,208700.24,0.00
1391,20260506,73,5,23,5,16268.02,813.40,77273.10,0.00
1392,20260709,105,14,8,3,1136.39,170.46,2897.79,0.00
1393,20260128,149,7,8,3,1136.39,113.64,3068.25,0.00
1394,20260718,140,9,15,5,494.31,0.00,2471.55,0.00
1395,20260930,27,21,14,1,199.76,9.99,189.77,0.00
1396,20260102,30,19,21,3,8200.26,410.01,23370.74,0.00
1397,20260407,41,9,6,3,572.05,0.00,1716.15,0.00
1398,20261017,4,17,38,1,1104.26,0.00,1104.26,0.00
1399,20260113,139,12,34,3,340.25,17.01,969.71,0.00
1400,20260904,199,21,27,1,4721.70,0.00,4721.70,0.00
1401,20260128,10,1,26,5,4860.09,486.01,21870.40,0.00
1402,20260904,181,16,14,5,199.76,0.00,998.80,0.00
1403,20260512,141,11,34,1,340.25,34.02,306.23,0.00
1404,20260124,42,1,2,5,3061.98,0.00,15309.90,0.00
1405,20260922,70,3,11,1,508.89,0.00,508.89,0.00
1406,20261107,3,3,1,3,1810.89,90.54,5161.04,0.00
1407,20260804,9,18,14,1,199.76,9.99,189.77,0.00
1408,20260612,66,3,16,4,505.66,0.00,2022.64,0.00
1409,20260101,192,10,30,4,608.05,91.21,2067.37,0.00
1410,20261228,139,6,34,5,340.25,34.02,1531.12,0.00
1411,20260321,80,23,20,2,41369.75,0.00,82739.50,0.00
1412,20260331,188,19,40,4,633.93,0.00,2535.72,0.00
1413,20260321,14,2,8,2,1136.39,56.82,2159.14,0.00
1414,20260521,107,9,33,2,529.26,26.46,1005.59,0.00
1415,20260514,34,8,37,3,157.45,7.87,448.73,0.00
1416,20260410,108,13,6,2,572.05,28.60,1086.90,0.00
1417,20260505,79,14,10,2,373.96,18.70,710.52,0.00
1418,20260418,59,23,7,1,3413.55,512.03,2901.52,0.00
1419,20261210,86,21,5,4,2603.90,260.39,9374.04,0.00
1420,20260823,112,7,10,5,373.96,18.70,1776.31,0.00
1421,20261006,85,2,27,2,4721.70,0.00,9443.40,0.00
1422,20260212,84,21,33,4,529.26,79.39,1799.48,0.00
1423,20261127,19,11,27,4,4721.70,0.00,18886.80,0.00
1424,20260217,145,23,20,3,41369.75,4136.98,111698.32,0.00
1425,20261018,198,18,2,1,3061.98,306.20,2755.78,0.00
1426,20260829,170,19,34,5,340.25,0.00,1701.25,0.00
1427,20260110,133,5,34,3,340.25,51.04,867.64,0.00
1428,20260225,21,15,23,5,16268.02,813.40,77273.10,0.00
1429,20260828,8,14,7,4,3413.55,170.68,12971.49,0.00
1430,20260110,173,2,14,5,199.76,19.98,898.92,0.00
1431,20260924,109,22,15,1,494.31,24.72,469.59,0.00
1432,20260629,137,3,24,4,19390.95,969.55,73685.61,0.00
1433,20261026,19,16,7,5,3413.55,512.03,14507.59,0.00
1434,20260715,15,19,28,1,3150.34,157.52,2992.82,0.00
1435,20260526,115,6,13,4,392.05,39.21,1411.38,0.00
1436,20260114,109,18,11,5,508.89,25.44,2417.23,0.00
1437,20261228,127,14,4,5,703.29,0.00,3516.45,0.00
1438,20260130,170,22,34,2,340.25,34.02,612.45,0.00
1439,20261212,186,10,12,5,269.11,13.46,1278.27,0.00
1440,20260913,182,23,4,5,703.29,0.00,3516.45,0.00
1441,20260320,50,16,6,1,572.05,57.20,514.84,0.00
1442,20260926,146,2,34,1,340.25,34.02,306.23,0.00
1443,20261206,187,19,29,4,807.07,0.00,3228.28,0.00
1444,20261117,113,20,5,3,2603.90,0.00,7811.70,0.00
1445,20260618,83,4,22,3,3028.92,0.00,9086.76,0.00
1446,20260729,127,4,1,5,1810.89,0.00,9054.45,0.00
1447,20260806,40,9,21,1,8200.26,0.00,8200.26,0.00
1448,20260315,167,3,31,3,2187.92,109.40,6235.57,0.00
1449,20260109,93,22,21,3,8200.26,410.01,23370.74,0.00
1450,20261129,75,17,11,3,508.89,25.44,1450.34,0.00
1451,20260606,166,11,16,5,505.66,0.00,2528.30,0.00
1452,20261130,118,8,17,5,4838.04,0.00,24190.20,0.00
1453,20260424,59,8,20,1,41369.75,0.00,41369.75,0.00
1454,20261221,99,14,21,3,8200.26,0.00,24600.78,0.00
1455,20260115,61,10,38,5,1104.26,110.43,4969.17,0.00
1456,20260520,131,9,8,2,1136.39,56.82,2159.14,0.00
1457,20260117,55,17,27,1,4721.70,472.17,4249.53,0.00
1458,20261003,38,9,28,2,3150.34,0.00,6300.68,0.00
1459,20261026,94,21,37,3,157.45,23.62,401.50,0.00
1460,20260715,9,3,35,3,250.64,37.60,639.13,0.00
1461,20260617,106,5,18,2,57972.29,0.00,115944.58,0.00
1462,20260911,46,14,17,4,4838.04,483.80,17416.94,0.00
1463,20260105,123,21,40,5,633.93,31.70,3011.17,0.00
1464,20260117,128,18,8,5,1136.39,56.82,5397.85,0.00
1465,20260505,61,12,20,1,41369.75,4136.98,37232.78,0.00
1466,20260305,166,16,3,3,1046.07,0.00,3138.21,0.00
1467,20260922,39,1,37,5,157.45,15.74,708.52,0.00
1468,20260504,12,23,27,1,4721.70,0.00,4721.70,0.00
1469,20260615,68,16,29,4,807.07,0.00,3228.28,0.00
1470,20260929,175,9,5,1,2603.90,130.20,2473.70,0.00
1471,20260607,145,24,26,5,4860.09,486.01,21870.40,0.00
1472,20260106,178,21,26,1,4860.09,243.00,4617.09,0.00
1473,20260711,192,8,6,5,572.05,57.20,2574.22,0.00
1474,20260910,63,19,31,4,2187.92,218.79,7876.51,0.00
1475,20260815,9,1,9,1,278.18,0.00,278.18,0.00
1476,20260113,37,11,31,1,2187.92,109.40,2078.52,0.00
1477,20260301,113,14,10,2,373.96,0.00,747.92,0.00
1478,20260705,146,2,39,1,1191.21,0.00,1191.21,0.00
1479,20260513,162,18,16,1,505.66,25.28,480.38,0.00
1480,20260315,115,6,39,3,1191.21,0.00,3573.63,0.00
1481,20260126,63,20,32,1,4212.19,0.00,4212.19,0.00
1482,20261003,187,9,14,5,199.76,19.98,898.92,0.00
1483,20260222,19,18,2,4,3061.98,153.10,11635.52,0.00
1484,20260827,114,13,16,3,505.66,50.57,1365.28,0.00
1485,20260623,40,11,2,3,3061.98,306.20,8267.35,0.00
1486,20261216,6,21,33,1,529.26,52.93,476.33,0.00
1487,20261227,36,18,31,3,2187.92,0.00,6563.76,0.00
1488,20260712,85,21,25,1,2914.87,437.23,2477.64,0.00
1489,20260113,184,10,31,3,2187.92,218.79,5907.38,0.00
1490,20260328,71,11,31,3,2187.92,109.40,6235.57,0.00
1491,20260501,189,19,32,4,4212.19,421.22,15163.88,0.00
1492,20260903,75,7,32,5,4212.19,210.61,20007.90,0.00
1493,20260806,69,7,35,1,250.64,0.00,250.64,0.00
1494,20260922,133,8,15,1,494.31,49.43,444.88,0.00
1495,20260314,26,24,30,3,608.05,30.40,1732.94,0.00
1496,20260404,141,6,4,2,703.29,70.33,1265.92,0.00
1497,20260414,143,24,9,2,278.18,13.91,528.54,0.00
1498,20261102,32,3,17,1,4838.04,0.00,4838.04,0.00
1499,20261206,10,20,8,3,1136.39,113.64,3068.25,0.00
1500,20260617,1,21,11,4,508.89,0.00,2035.56,0.00
1501,20260310,43,16,34,4,340.25,34.02,1224.90,0.00
1502,20260514,189,15,12,2,269.11,0.00,538.22,0.00
1503,20260605,56,10,11,2,508.89,50.89,916.00,0.00
1504,20260107,42,8,13,2,392.05,39.21,705.69,0.00
1505,20260828,182,8,38,5,1104.26,110.43,4969.17,0.00
1506,20260611,19,21,39,2,1191.21,0.00,2382.42,0.00
1507,20260428,13,18,2,1,3061.98,153.10,2908.88,0.00
1508,20260805,176,8,13,3,392.05,19.60,1117.34,0.00
1509,20260720,144,20,8,5,1136.39,0.00,5681.95,0.00
1510,20261223,75,12,31,1,2187.92,0.00,2187.92,0.00
1511,20261209,75,6,13,4,392.05,19.60,1489.79,0.00
1512,20260725,79,3,21,2,8200.26,820.03,14760.47,0.00
1513,20260912,36,18,7,2,3413.55,170.68,6485.75,0.00
1514,20261005,109,16,22,3,3028.92,151.45,8632.42,0.00
1515,20260414,136,19,7,1,3413.55,170.68,3242.87,0.00
1516,20260716,7,19,33,1,529.26,52.93,476.33,0.00
1517,20260501,85,10,21,1,8200.26,0.00,8200.26,0.00
1518,20260923,165,24,28,5,3150.34,472.55,13388.94,0.00
1519,20260526,24,1,1,4,1810.89,0.00,7243.56,0.00
1520,20260123,164,3,5,2,2603.90,130.20,4947.41,0.00
1521,20260601,100,10,28,4,3150.34,315.03,11341.22,0.00
1522,20260206,105,17,31,2,2187.92,328.19,3719.46,0.00
1523,20260116,159,3,3,3,1046.07,0.00,3138.21,0.00
1524,20260215,73,10,33,5,529.26,26.46,2513.98,0.00
1525,20260518,116,7,24,5,19390.95,1939.10,87259.28,0.00
1526,20261030,14,19,10,4,373.96,37.40,1346.26,0.00
1527,20261029,112,19,39,2,1191.21,178.68,2025.06,0.00
1528,20260708,17,23,12,4,269.11,0.00,1076.44,0.00
1529,20261021,168,15,20,5,41369.75,2068.49,196506.31,0.00
1530,20260410,116,1,38,4,1104.26,165.64,3754.48,0.00
1531,20260419,133,9,21,4,8200.26,820.03,29520.94,0.00
1532,20261112,9,4,30,3,608.05,0.00,1824.15,0.00
1533,20260614,200,3,3,5,1046.07,0.00,5230.35,0.00
1534,20261226,200,1,11,4,508.89,0.00,2035.56,0.00
1535,20260503,100,23,38,3,1104.26,55.21,3147.14,0.00
1536,20260722,46,4,9,2,278.18,0.00,556.36,0.00
1537,20260313,151,20,12,3,269.11,0.00,807.33,0.00
1538,20260418,96,16,28,4,3150.34,315.03,11341.22,0.00
1539,20260303,26,14,2,5,3061.98,306.20,13778.91,0.00
1540,20260515,95,18,33,4,529.26,52.93,1905.34,0.00
1541,20260703,33,4,27,1,4721.70,0.00,4721.70,0.00
1542,20260621,96,15,37,1,157.45,0.00,157.45,0.00
1543,20260616,127,19,7,4,3413.55,170.68,12971.49,0.00
1544,20260313,129,22,7,2,3413.55,170.68,6485.75,0.00
1545,20260529,57,6,8,2,1136.39,56.82,2159.14,0.00
1546,20261212,111,2,32,2,4212.19,210.61,8003.16,0.00
1547,20261204,137,12,18,2,57972.29,5797.23,104350.12,0.00
1548,20261210,77,18,31,5,2187.92,218.79,9845.64,0.00
1549,20261012,103,3,14,5,199.76,29.96,848.98,0.00
1550,20260514,174,17,39,4,1191.21,59.56,4526.60,0.00
1551,20260110,113,23,22,3,3028.92,151.45,8632.42,0.00
1552,20260222,75,15,38,1,1104.26,0.00,1104.26,0.00
1553,20261030,190,3,38,3,1104.26,55.21,3147.14,0.00
1554,20261216,2,7,33,3,529.26,26.46,1508.39,0.00
1555,20261214,71,8,12,2,269.11,40.37,457.49,0.00
1556,20260819,80,15,3,2,1046.07,104.61,1882.93,0.00
1557,20260619,62,20,38,1,1104.26,55.21,1049.05,0.00
1558,20260523,100,12,28,1,3150.34,315.03,2835.31,0.00
1559,20261224,53,5,32,1,4212.19,421.22,3790.97,0.00
1560,20261218,188,16,5,3,2603.90,0.00,7811.70,0.00
1561,20261122,22,24,7,5,3413.55,170.68,16214.36,0.00
1562,20260401,30,10,21,1,8200.26,820.03,7380.23,0.00
1563,20260630,196,4,17,5,4838.04,483.80,21771.18,0.00
1564,20261116,187,9,2,1,3061.98,0.00,3061.98,0.00
1565,20260102,18,6,25,1,2914.87,145.74,2769.13,0.00
1566,20260205,97,22,2,2,3061.98,459.30,5205.37,0.00
1567,20261205,29,5,40,3,633.93,95.09,1616.52,0.00
1568,20260827,155,19,13,1,392.05,0.00,392.05,0.00
1569,20261218,32,5,19,3,18972.21,0.00,56916.63,0.00
1570,20260517,173,10,21,2,8200.26,0.00,16400.52,0.00
1571,20260502,84,1,10,1,373.96,0.00,373.96,0.00
1572,20260101,62,20,31,2,2187.92,218.79,3938.26,0.00
1573,20261209,71,5,26,1,4860.09,243.00,4617.09,0.00
1574,20261212,22,14,2,3,3061.98,306.20,8267.35,0.00
1575,20260413,111,5,20,2,41369.75,2068.49,78602.52,0.00
1576,20260424,143,7,16,3,505.66,25.28,1441.13,0.00
1577,20260624,121,14,14,4,199.76,0.00,799.04,0.00
1578,20260517,159,8,7,4,3413.55,0.00,13654.20,0.00
1579,20260120,111,23,1,2,1810.89,271.63,3078.51,0.00
1580,20260308,57,22,8,4,1136.39,56.82,4318.28,0.00
1581,20261114,102,21,22,3,3028.92,302.89,8178.08,0.00
1582,20260624,91,1,29,2,807.07,0.00,1614.14,0.00
1583,20261108,56,23,3,5,1046.07,52.30,4968.83,0.00
1584,20260103,136,23,29,5,807.07,40.35,3833.58,0.00
1585,20260417,18,23,12,1,269.11,26.91,242.20,0.00
1586,20261127,29,10,27,1,4721.70,0.00,4721.70,0.00
1587,20260706,86,4,14,2,199.76,0.00,399.52,0.00
1588,20260207,104,14,38,4,1104.26,0.00,4417.04,0.00
1589,20260817,26,10,30,2,608.05,91.21,1033.68,0.00
1590,20261110,166,19,1,3,1810.89,0.00,5432.67,0.00
1591,20260629,94,18,6,1,572.05,0.00,572.05,0.00
1592,20260526,154,5,20,1,41369.75,0.00,41369.75,0.00
1593,20260105,10,8,11,3,508.89,0.00,1526.67,0.00
1594,20260928,26,6,9,5,278.18,41.73,1182.27,0.00
1595,20260327,188,8,30,1,608.05,0.00,608.05,0.00
1596,20260916,46,18,2,1,3061.98,0.00,3061.98,0.00
1597,20261028,55,22,11,5,508.89,0.00,2544.45,0.00
1598,20260804,125,15,2,1,3061.98,153.10,2908.88,0.00
1599,20260405,94,12,2,3,3061.98,0.00,9185.94,0.00
1600,20261103,71,1,10,4,373.96,56.09,1271.46,0.00
1601,20260908,173,12,9,1,278.18,13.91,264.27,0.00
1602,20261208,106,4,19,1,18972.21,948.61,18023.60,0.00
1603,20260122,188,15,28,1,3150.34,0.00,3150.34,0.00
1604,20260701,70,24,26,2,4860.09,486.01,8748.16,0.00
1605,20260102,89,20,37,5,157.45,7.87,747.89,0.00
1606,20260519,174,1,22,4,3028.92,302.89,10904.11,0.00
1607,20260615,70,13,12,2,269.11,0.00,538.22,0.00
1608,20260623,122,6,20,4,41369.75,0.00,165479.00,0.00
1609,20260816,162,10,22,3,3028.92,0.00,9086.76,0.00
1610,20260217,196,5,30,4,608.05,60.80,2188.98,0.00
1611,20260717,128,22,11,4,508.89,76.33,1730.23,0.00
1612,20261228,60,17,17,1,4838.04,0.00,4838.04,0.00
1613,20260815,199,7,31,2,2187.92,109.40,4157.05,0.00
1614,20260305,180,22,31,4,2187.92,218.79,7876.51,0.00
1615,20260612,11,15,2,2,3061.98,153.10,5817.76,0.00
1616,20261202,33,3,5,4,2603.90,0.00,10415.60,0.00
1617,20261004,103,2,26,4,4860.09,486.01,17496.32,0.00
1618,20260623,54,7,11,1,508.89,50.89,458.00,0.00
1619,20260807,26,22,35,5,250.64,37.60,1065.22,0.00
1620,20260228,12,12,21,1,8200.26,820.03,7380.23,0.00
1621,20261231,4,17,33,3,529.26,52.93,1429.00,0.00
1622,20260315,10,9,1,3,1810.89,271.63,4617.77,0.00
1623,20260916,33,8,22,2,3028.92,302.89,5452.06,0.00
1624,20261002,192,9,29,3,807.07,40.35,2300.15,0.00
1625,20261006,195,4,20,2,41369.75,2068.49,78602.52,0.00
1626,20260711,157,10,23,3,16268.02,1626.80,43923.65,0.00
1627,20260516,60,8,12,4,269.11,13.46,1022.62,0.00
1628,20260119,8,10,12,1,269.11,13.46,255.65,0.00
1629,20260423,162,13,7,3,3413.55,512.03,8704.55,0.00
1630,20261216,124,2,19,3,18972.21,2845.83,48379.14,0.00
1631,20260909,48,22,5,4,2603.90,0.00,10415.60,0.00
1632,20261121,94,21,34,2,340.25,51.04,578.42,0.00
1633,20260327,158,6,27,1,4721.70,0.00,4721.70,0.00
1634,20260605,94,20,6,3,572.05,28.60,1630.34,0.00
1635,20260412,31,13,40,1,633.93,0.00,633.93,0.00
1636,20260705,146,18,25,4,2914.87,145.74,11076.51,0.00
1637,20260520,16,14,22,4,3028.92,302.89,10904.11,0.00
1638,20260612,77,3,27,5,4721.70,236.08,22428.08,0.00
1639,20260501,109,17,32,2,4212.19,210.61,8003.16,0.00
1640,20260717,128,10,29,2,807.07,0.00,1614.14,0.00
1641,20260518,30,18,7,3,3413.55,341.36,9216.59,0.00
1642,20260327,183,14,15,1,494.31,24.72,469.59,0.00
1643,20260814,173,18,40,2,633.93,31.70,1204.47,0.00
1644,20260419,151,14,2,2,3061.98,306.20,5511.56,0.00
1645,20261214,38,12,9,5,278.18,27.82,1251.81,0.00
1646,20260712,150,7,29,2,807.07,0.00,1614.14,0.00
1647,20261006,154,1,18,1,57972.29,0.00,57972.29,0.00
1648,20260620,143,7,24,1,19390.95,0.00,19390.95,0.00
1649,20261117,31,17,17,4,4838.04,483.80,17416.94,0.00
1650,20260708,200,1,21,4,8200.26,0.00,32801.04,0.00
1651,20260811,105,3,13,5,392.05,19.60,1862.24,0.00
1652,20260808,191,13,28,2,3150.34,315.03,5670.61,0.00
1653,20261205,194,13,35,4,250.64,37.60,852.18,0.00
1654,20261127,73,21,30,3,608.05,30.40,1732.94,0.00
1655,20261130,183,6,22,1,3028.92,0.00,3028.92,0.00
1656,20260905,127,10,5,1,2603.90,260.39,2343.51,0.00
1657,20260409,48,1,4,1,703.29,35.16,668.13,0.00
1658,20260217,166,18,11,3,508.89,76.33,1297.67,0.00
1659,20261017,39,19,22,1,3028.92,151.45,2877.47,0.00
1660,20260528,160,20,33,3,529.26,0.00,1587.78,0.00
1661,20261012,149,18,28,5,3150.34,0.00,15751.70,0.00
1662,20261031,9,12,7,4,3413.55,0.00,13654.20,0.00
1663,20260405,186,15,10,1,373.96,0.00,373.96,0.00
1664,20260508,197,9,5,4,2603.90,0.00,10415.60,0.00
1665,20260604,78,23,13,1,392.05,19.60,372.45,0.00
1666,20260526,31,7,32,5,4212.19,421.22,18954.85,0.00
1667,20261227,98,13,11,4,508.89,50.89,1832.00,0.00
1668,20260529,150,15,11,4,508.89,50.89,1832.00,0.00
1669,20261216,59,4,7,3,3413.55,0.00,10240.65,0.00
1670,20260316,94,21,4,5,703.29,35.16,3340.63,0.00
1671,20260528,6,8,29,2,807.07,0.00,1614.14,0.00
1672,20260208,135,15,5,5,2603.90,130.20,12368.52,0.00
1673,20260309,95,4,9,1,278.18,27.82,250.36,0.00
1674,20261208,12,12,39,2,1191.21,119.12,2144.18,0.00
1675,20260504,48,8,23,2,16268.02,813.40,30909.24,0.00
1676,20260325,46,16,12,4,269.11,26.91,968.80,0.00
1677,20260922,184,19,28,5,3150.34,0.00,15751.70,0.00
1678,20260625,55,24,37,1,157.45,7.87,149.58,0.00
1679,20260315,131,4,19,1,18972.21,948.61,18023.60,0.00
1680,20261017,115,3,18,2,57972.29,0.00,115944.58,0.00
1681,20260401,126,5,7,2,3413.55,0.00,6827.10,0.00
1682,20260714,169,2,21,4,8200.26,820.03,29520.94,0.00
1683,20260718,10,7,37,3,157.45,23.62,401.50,0.00
1684,20261009,47,24,16,1,505.66,50.57,455.09,0.00
1685,20260624,169,10,22,5,3028.92,302.89,13630.14,0.00
1686,20260208,125,23,16,4,505.66,50.57,1820.38,0.00
1687,20260302,135,19,22,2,3028.92,302.89,5452.06,0.00
1688,20260305,22,5,27,2,4721.70,0.00,9443.40,0.00
1689,20260926,188,15,31,2,2187.92,109.40,4157.05,0.00
1690,20261231,136,19,21,3,8200.26,0.00,24600.78,0.00
1691,20261103,51,17,8,1,1136.39,56.82,1079.57,0.00
1692,20261008,81,2,9,1,278.18,13.91,264.27,0.00
1693,20260408,166,1,16,2,505.66,0.00,1011.32,0.00
1694,20260919,88,16,19,2,18972.21,1897.22,34149.98,0.00
1695,20260111,93,9,11,5,508.89,0.00,2544.45,0.00
1696,20260625,136,15,19,3,18972.21,2845.83,48379.14,0.00
1697,20260313,47,3,27,4,4721.70,236.08,17942.46,0.00
1698,20261207,127,7,24,5,19390.95,0.00,96954.75,0.00
1699,20261107,81,7,39,5,1191.21,119.12,5360.44,0.00
1700,20260619,134,17,5,2,2603.90,0.00,5207.80,0.00
1701,20261204,180,4,9,3,278.18,0.00,834.54,0.00
1702,20260626,166,20,2,3,3061.98,306.20,8267.35,0.00
1703,20260913,38,1,21,5,8200.26,1230.04,34851.11,0.00
1704,20261214,12,23,15,1,494.31,0.00,494.31,0.00
1705,20260814,4,17,2,1,3061.98,153.10,2908.88,0.00
1706,20260624,103,7,15,4,494.31,24.72,1878.38,0.00
1707,20260124,99,17,23,1,16268.02,0.00,16268.02,0.00
1708,20260302,184,15,24,1,19390.95,1939.10,17451.86,0.00
1709,20260525,7,13,29,1,807.07,121.06,686.01,0.00
1710,20260112,40,3,9,2,278.18,13.91,528.54,0.00
1711,20260622,186,21,14,2,199.76,0.00,399.52,0.00
1712,20260528,35,16,3,3,1046.07,0.00,3138.21,0.00
1713,20260311,18,22,19,3,18972.21,948.61,54070.80,0.00
1714,20260821,194,10,14,3,199.76,19.98,539.35,0.00
1715,20260111,115,18,29,2,807.07,0.00,1614.14,0.00
1716,20260512,18,3,29,3,807.07,0.00,2421.21,0.00
1717,20261204,59,5,22,5,3028.92,151.45,14387.37,0.00
1718,20261227,160,13,17,2,4838.04,0.00,9676.08,0.00
1719,20260726,163,18,39,4,1191.21,178.68,4050.11,0.00
1720,20260330,154,5,33,5,529.26,79.39,2249.36,0.00
1721,20261106,148,16,8,2,1136.39,113.64,2045.50,0.00
1722,20260422,50,24,28,3,3150.34,0.00,9451.02,0.00
1723,20260816,20,2,11,2,508.89,25.44,966.89,0.00
1724,20260529,57,6,28,5,3150.34,157.52,14964.12,0.00
1725,20261007,66,3,36,1,1192.53,59.63,1132.90,0.00
1726,20260527,151,6,22,4,3028.92,0.00,12115.68,0.00
1727,20260129,140,14,4,1,703.29,0.00,703.29,0.00
1728,20260911,161,9,21,3,8200.26,410.01,23370.74,0.00
1729,20260601,151,1,14,5,199.76,19.98,898.92,0.00
1730,20260406,111,17,2,5,3061.98,0.00,15309.90,0.00
1731,20261125,112,18,29,5,807.07,80.71,3631.82,0.00
1732,20260418,86,3,32,5,4212.19,0.00,21060.95,0.00
1733,20261023,57,22,2,2,3061.98,153.10,5817.76,0.00
1734,20260227,7,20,37,1,157.45,7.87,149.58,0.00
1735,20261011,178,1,14,2,199.76,9.99,379.54,0.00
1736,20260814,53,2,39,1,1191.21,0.00,1191.21,0.00
1737,20261201,191,4,7,3,3413.55,512.03,8704.55,0.00
1738,20261125,130,24,29,1,807.07,40.35,766.72,0.00
1739,20260226,11,11,8,3,1136.39,113.64,3068.25,0.00
1740,20260715,64,16,30,4,608.05,60.80,2188.98,0.00
1741,20260731,18,3,31,1,2187.92,218.79,1969.13,0.00
1742,20260207,12,3,26,2,4860.09,486.01,8748.16,0.00
1743,20260222,20,5,23,2,16268.02,1626.80,29282.44,0.00
1744,20260318,172,18,16,1,505.66,75.85,429.81,0.00
1745,20260218,8,10,13,2,392.05,0.00,784.10,0.00
1746,20260530,90,17,36,5,1192.53,0.00,5962.65,0.00
1747,20260719,33,7,28,2,3150.34,157.52,5985.65,0.00
1748,20260923,182,24,36,4,1192.53,0.00,4770.12,0.00
1749,20260904,142,6,14,5,199.76,9.99,948.86,0.00
